date,portfolio_value,position,prediction,actual_return,signal,strategy_return,cumulative_return
2021-08-12,0.9574132014253414,0.0,0.00045754212649395595,-0.05211287022520572,0.0,0.05111287022520572,-0.042586798574658635
2021-08-13,0.9574132014253414,0.0,-0.0009043595676837046,0.010140629698598858,0.0,0.0,-0.042586798574658635
2021-08-14,0.9574132014253414,0.0,0.0013925082812634509,0.048555782850081775,0.0,0.0,-0.042586798574658635
2021-08-15,0.9574132014253414,0.0,0.002401146534785148,0.03429251677230294,0.0,0.0,-0.042586798574658635
2021-08-16,0.956455788223916,1.0,0.003613700732743236,0.02090379951885457,1.0,-0.0010000000000000009,-0.04354421177608403
2021-08-17,0.9952911668272973,1.0,0.004343591332215095,0.04060342263754446,1.0,0.04060342263754446,-0.004708833172702653
2021-08-18,1.0088957204535494,1.0,0.004542079861876336,0.013668918282093712,1.0,0.013668918282093712,0.00889572045354936
2021-08-19,1.0116859284167778,-1.0,-0.027287815113123823,0.0047656059062022305,-1.0,0.0027656059062022287,0.011685928416777847
2021-08-20,0.9751200558532037,0.0,0.00040698237101210387,0.0351435021843165,0.0,-0.0361435021843165,-0.024879944146796285
2021-08-21,0.9741449357973505,1.0,0.011546566318859235,0.08257119800297064,1.0,-0.0010000000000000009,-0.02585506420264949
2021-08-22,1.0384547481920277,1.0,0.009959945685246186,0.06601667783864085,1.0,0.06601667783864085,0.038454748192027655
2021-08-23,1.1100832591621042,-1.0,-0.02357697304397161,0.0709760541754787,-1.0,0.0689760541754787,0.11008325916210415
2021-08-24,1.0321020649730004,1.0,0.00807396011301695,0.06824805891403529,1.0,-0.0702480589140353,0.03210206497300039
2021-08-25,1.0813931454034942,0.0,-0.0012072245857285197,0.04875795156633389,0.0,0.047757951566334,0.08139314540349418
2021-08-26,1.0803117522580907,-1.0,-0.011858027524161515,0.023968220284819708,-1.0,-0.0010000000000000009,0.08031175225809073
2021-08-27,1.0646535882005501,0.0,-0.0021085846100172907,0.013494116188971894,0.0,-0.014494116188971895,0.06465358820055012
2021-08-28,1.0635889346123495,1.0,0.013976588201566912,-0.010431768567876643,1.0,-0.001000000000000112,0.06358893461234949
2021-08-29,1.0325141186861242,1.0,0.01437669263259639,-0.02921694172904432,1.0,-0.02921694172904432,0.032514118686124194
2021-08-30,1.0095040521312002,-1.0,-0.018503489704294128,-0.02028547400804981,-1.0,-0.0222854740080497,0.009504052131200202
2021-08-31,1.0352668451602183,0.0,-0.005176706622244482,-0.026520247268576602,0.0,0.02552024726857649,0.035266845160218274
2021-09-01,1.0352668451602183,0.0,0.0018279101575277511,-0.045032273808101486,0.0,0.0,0.035266845160218274
2021-09-02,1.034231578315058,1.0,0.015061713115627522,-0.03456201114886415,1.0,-0.001000000000000112,0.034231578315057964
2021-09-03,1.0196066750785744,-1.0,-0.024495205037796855,-0.012140839965755212,-1.0,-0.014140839965755103,0.019606675078574387
2021-09-04,1.050714092200172,-1.0,-0.017980519851301998,-0.030509232512822115,-1.0,0.030509232512822226,0.05071409220017209
2021-09-05,1.0635008100297514,-1.0,-0.015890375781623736,-0.012169550141660546,-1.0,0.012169550141660546,0.06350081002975139
2021-09-06,1.0191047664985633,-1.0,-0.014319446091744636,0.0417451901423056,-1.0,-0.04174519014230571,0.019104766498563297
2021-09-07,1.0018163256797776,1.0,0.03078070596730139,0.014964341044331642,1.0,-0.016964341044331754,0.0018163256797776306
2021-09-08,1.0227038442492336,0.0,-0.0008627105945248225,0.02184964881689533,0.0,0.02084964881689544,0.02270384424923355
2021-09-09,1.0227038442492336,0.0,-0.00026927629354613986,0.04652500099221002,0.0,0.0,0.02270384424923355
2021-09-10,1.0216811404049844,1.0,0.011583026605962332,0.04360102708630009,1.0,-0.0010000000000000009,0.021681140404984367
2021-09-11,1.0226057092078897,1.0,0.009373603818580845,0.0009049484876846314,1.0,0.0009049484876846314,0.022605709207889735
2021-09-12,1.0329443008357506,1.0,0.02912052948475317,0.010110046848720522,1.0,0.010110046848720522,0.03294430083575062
2021-09-13,1.0143047784404946,1.0,0.026174500437597326,-0.01804504113162242,1.0,-0.018045041131622308,0.014304778440494603
2021-09-14,1.012830909466914,1.0,0.00893405119658614,-0.0014530829440109194,1.0,-0.0014530829440109194,0.012830909466913898
2021-09-15,0.9938079711740737,1.0,0.006090604035334786,-0.018781948808071602,1.0,-0.018781948808071602,-0.006192028825926288
2021-09-16,1.0155703285263924,1.0,0.008238622480982942,0.02189795009050788,1.0,0.02189795009050788,0.015570328526392396
2021-09-17,1.0554249476320183,-1.0,-0.01285562952111682,0.04124358361616931,-1.0,0.03924358361616931,0.05542494763201833
2021-09-18,0.9710429496243126,-1.0,-0.004503332949813731,0.0799507328275948,-1.0,-0.0799507328275948,-0.02895705037568741
2021-09-19,0.8975146876848102,0.0,0.0009142249779221985,0.07472091632810862,0.0,-0.07572091632810862,-0.10248531231518976
2021-09-20,0.8975146876848102,0.0,-5.340628669387218e-05,0.07084637752825396,0.0,0.0,-0.10248531231518976
2021-09-21,0.8975146876848102,0.0,0.001811844791949227,0.06404469958454162,0.0,0.0,-0.10248531231518976
2021-09-22,0.8975146876848102,0.0,0.0002525438415573104,0.03023055055286039,0.0,0.0,-0.10248531231518976
2021-09-23,0.8975146876848102,0.0,-0.0005613204578364888,-0.020228983103685483,0.0,0.0,-0.10248531231518976
2021-09-24,0.8966171729971254,-1.0,-0.0023387916950220427,-0.01790395515143217,-1.0,-0.0010000000000000009,-0.1033828270028746
2021-09-25,0.8967227285166394,0.0,0.0011362029080939568,-0.0011177264084304417,0.0,0.0001177264084304408,-0.10327727148336063
2021-09-26,0.8958260057881228,-1.0,-0.0023384969536019355,-0.024410658444333988,-1.0,-0.0010000000000000009,-0.10417399421187723
2021-09-27,0.9017625314634363,1.0,0.00993074375948021,-0.008626873563567394,1.0,0.006626873563567504,-0.09823746853656368
2021-09-28,0.928222580969604,0.0,0.00021838405784649212,0.0303425914062172,0.0,0.02934259140621709,-0.07177741903039603
2021-09-29,0.928222580969604,0.0,-0.0024544493657037572,-0.01670749038889585,0.0,0.0,-0.07177741903039603
2021-09-30,0.928222580969604,0.0,0.002908238936067665,-0.012318738917311944,0.0,0.0,-0.07177741903039603
2021-10-01,0.9272943583886344,1.0,0.017681099304319135,-0.006326038949204582,1.0,-0.0010000000000000009,-0.07270564161136561
2021-10-02,0.9136883940328654,1.0,0.0205733369884726,-0.014672756533763653,1.0,-0.014672756533763653,-0.08631160596713461
2021-10-03,0.8798678775671189,-1.0,-0.005951841563447523,-0.03501537273169075,-1.0,-0.037015372731690754,-0.12013212243288107
2021-10-04,0.8723867924974097,0.0,-0.0038881124835283996,0.007502509593138917,0.0,-0.008502509593138918,-0.1276132075025903
2021-10-05,0.8723867924974097,0.0,0.004089269622124619,0.008864514331022866,0.0,0.0,-0.1276132075025903
2021-10-06,0.8715144057049122,-1.0,-0.013554607057072463,0.040075589793013844,-1.0,-0.001000000000000112,-0.12848559429508777
2021-10-07,0.8050730586418412,1.0,0.006818659489078224,0.07423665957573111,1.0,-0.07623665957573111,-0.1949269413581588
2021-10-08,0.8778031246045293,0.0,0.0030050071501315843,0.0913397091506003,0.0,0.09033970915060019,-0.12219687539547075
2021-10-09,0.8769253214799247,-1.0,-0.013557386358312346,0.06262326330285983,-1.0,-0.0010000000000000009,-0.12307467852007525
2021-10-10,0.8449654075678729,-1.0,-0.006749709600161722,0.036445422579559406,-1.0,-0.036445422579559406,-0.15503459243212714
2021-10-11,0.838923093778548,1.0,0.008171361892002068,0.005150959950794842,1.0,-0.007150959950794733,-0.161076906221452
2021-10-12,0.8325021999185725,1.0,0.01903603610064311,-0.0076537335872535195,1.0,-0.0076537335872535195,-0.16749780008142745
2021-10-13,0.8509134515123645,0.0,-0.003069319337361187,0.02311555908872398,0.0,0.02211555908872409,-0.14908654848763547
2021-10-14,0.8500625380608522,1.0,0.007892025958620819,0.03372679727190531,1.0,-0.0010000000000000009,-0.1499374619391478
2021-10-15,0.8963087407418133,1.0,0.010981158847675547,0.05440329459342741,1.0,0.05440329459342741,-0.10369125925818667
2021-10-16,0.9758349273211231,-1.0,-0.006903209118065689,0.09072633163600674,-1.0,0.08872633163600674,-0.02416507267887691
2021-10-17,0.9235763554455934,-1.0,-0.019327256259255386,0.053552676187755166,-1.0,-0.053552676187755166,-0.07642364455440664
2021-10-18,0.8919665959721299,1.0,0.03304362851537435,0.032225388390560106,1.0,-0.03422538839056011,-0.1080334040278701
2021-10-19,0.9301990159974928,0.0,0.004110534383464136,0.043863062583295864,0.0,0.042863062583295974,-0.06980098400250723
2021-10-20,0.9292688169814953,-1.0,-0.014922375991540981,0.03915373670049993,-1.0,-0.0010000000000000009,-0.07073118301850467
2021-10-21,0.9049039165502846,1.0,0.016190280004987637,0.02421943186510256,1.0,-0.02621943186510256,-0.09509608344971543
2021-10-22,0.940105146307308,0.0,0.0073415691007792175,0.03990051652248239,0.0,0.0389005165224825,-0.059894853692691985
2021-10-23,0.940105146307308,0.0,0.006406064318934149,0.0303311342042345,0.0,0.0,-0.059894853692691985
2021-10-24,0.9391650411610007,1.0,0.025098024504665986,0.015291154848777966,1.0,-0.0010000000000000009,-0.060834958838999253
2021-10-25,0.9705503938160986,1.0,0.027244601458009596,0.033418357029451506,1.0,0.033418357029451506,-0.029449606183901356
2021-10-26,0.9859692046721124,1.0,0.019328596800310748,0.015886666941000938,1.0,0.015886666941000938,-0.014030795327887646
2021-10-27,1.0216622755541016,-1.0,-0.011785751368475855,0.03820099969943702,-1.0,0.03620099969943702,0.021662275554101607
2021-10-28,0.9672542176220555,0.0,-0.004360401314881447,0.05225444546001046,0.0,-0.05325444546001046,-0.032745782377944455
2021-10-29,0.9672542176220555,0.0,-0.001770070179518444,0.054441121106761026,0.0,0.0,-0.032745782377944455
2021-10-30,0.9662869634044335,1.0,0.010397006880027048,-0.01164034628247601,1.0,-0.0010000000000000009,-0.03371303659556646
2021-10-31,0.9456246614735222,0.0,0.0004551361266068823,-0.0203831943443733,0.0,-0.021383194344373302,-0.0543753385264778
2021-11-01,0.9446790368120487,-1.0,-0.010400752735544493,-0.014077168148894703,-1.0,-0.0010000000000000009,-0.05532096318795132
2021-11-02,0.9496560025528178,-1.0,-0.012193257345379545,-0.005268419798500679,-1.0,0.005268419798500679,-0.05034399744718221
2021-11-03,0.9487973051016327,-1.0,-0.008202525624722085,0.0009042194740798148,-1.0,-0.0009042194740798148,-0.05120269489836726
2021-11-04,0.9155464313711418,1.0,0.012811877867325643,0.0330452868612745,1.0,-0.035045286861274505,-0.08445356862885822
2021-11-05,0.9545130574061774,1.0,0.012511983777031738,0.04256105938469812,1.0,0.04256105938469812,-0.04548694259382258
2021-11-06,0.9734537540001998,1.0,0.010197825519576176,0.019843308006170624,1.0,0.019843308006170624,-0.026546245999800155
2021-11-07,0.9765259354079995,1.0,0.030482815206494894,0.0031559603064605923,1.0,0.0031559603064605923,-0.02347406459200052
2021-11-08,0.9553150781967009,1.0,0.03445878260395848,-0.021720731055070774,1.0,-0.021720731055070774,-0.04468492180329908
2021-11-09,0.9327278072182205,0.0,0.004353248332028895,-0.022643791973970817,0.0,-0.023643791973970818,-0.06727219278177954
2021-11-10,0.9317950794110023,1.0,0.013123286679805779,-0.07108058091230884,1.0,-0.0010000000000000009,-0.06820492058899774
2021-11-11,0.861329230837063,1.0,0.013517747229998444,-0.07562376120131631,1.0,-0.07562376120131631,-0.13867076916293697
2021-11-12,0.7883300477915036,0.0,-0.0043362052687114325,-0.08375177717423665,0.0,-0.08475177717423665,-0.21166995220849638
2021-11-13,0.7883300477915036,0.0,0.0026909790332633526,-0.06780623525866258,0.0,0.0,-0.21166995220849638
2021-11-14,0.7883300477915036,0.0,-0.003805819028393841,-0.0660170094019028,0.0,0.0,-0.21166995220849638
2021-11-15,0.7875417177437121,-1.0,-0.010765623364418213,-0.026823130283326946,-1.0,-0.001000000000000112,-0.21245828225628793
2021-11-16,0.8127061485749423,0.0,0.006818479315395657,-0.032953140086757204,0.0,0.031953140086757204,-0.18729385142505772
2021-11-17,0.8127061485749423,0.0,-0.005268227038842281,-0.04376733557915302,0.0,0.0,-0.18729385142505772
2021-11-18,0.8127061485749423,0.0,-0.005042843618005794,-0.04655535174015479,0.0,0.0,-0.18729385142505772
2021-11-19,0.8118934424263673,1.0,0.009274534265613766,-0.027322505721023238,1.0,-0.0010000000000000009,-0.1881065575736327
2021-11-20,0.8052809787908058,-1.0,-0.012668254879545727,-0.006144496913043085,-1.0,-0.008144496913043087,-0.19471902120919415
2021-11-21,0.7777436875807568,-1.0,-0.028441928820111907,0.03419587937045088,-1.0,-0.03419587937045088,-0.22225631241924315
2021-11-22,0.7419371854691804,-1.0,-0.03382149206932032,0.04603894918511764,-1.0,-0.04603894918511764,-0.2580628145308196
2021-11-23,0.6810433841143367,-1.0,-0.014025093520054743,0.08207406576654619,-1.0,-0.08207406576654619,-0.31895661588566326
2021-11-24,0.6317738668345934,1.0,0.008083059386839838,0.07034416841713531,1.0,-0.07234416841713531,-0.36822613316540664
2021-11-25,0.6620508260548481,0.0,0.0004067850043563539,0.0489237284250974,0.0,0.04792372842509751,-0.3379491739451519
2021-11-26,0.6620508260548481,0.0,0.003623228030553621,0.02646962937043229,0.0,0.0,-0.3379491739451519
2021-11-27,0.6613887752287932,1.0,0.010162825797905624,0.006456728338242845,1.0,-0.0010000000000000009,-0.33861122477120675
2021-11-28,0.6403907175535571,1.0,0.011664435814423836,-0.03174843369238045,1.0,-0.03174843369238056,-0.35960928244644286
2021-11-29,0.6196578562893791,1.0,0.014786956587269749,-0.03237533070963694,1.0,-0.03237533070963683,-0.3803421437106209
2021-11-30,0.6002089096793024,1.0,0.015677705568121012,-0.03138658924868709,1.0,-0.03138658924868698,-0.3997910903206976
2021-12-01,0.5759317980306711,0.0,0.004344542605090545,-0.039447769530117194,0.0,-0.040447769530117195,-0.42406820196932893
2021-12-02,0.5753558662326403,1.0,0.011370758948967007,0.018321968008097267,1.0,-0.001000000000000112,-0.42464413376735965
2021-12-03,0.5903771642659817,1.0,0.011928393004898499,0.026107838496023383,1.0,0.026107838496023383,-0.40962283573401825
2021-12-04,0.61888000670411,1.0,0.006778154358768857,0.0482790395078474,1.0,0.0482790395078474,-0.38111999329588997
2021-12-05,0.6493693663206279,-1.0,-0.012824726263029582,0.05126538147336701,-1.0,0.04926538147336701,-0.3506306336793721
2021-12-06,0.595668311434832,-1.0,-0.028077313720918845,0.08269724084779329,-1.0,-0.08269724084779329,-0.404331688565168
2021-12-07,0.5711740211937049,1.0,0.005471246688791086,0.03912068708527716,1.0,-0.04112068708527716,-0.42882597880629514
2021-12-08,0.5980762653933638,0.0,0.003512416062047606,0.048099908611802134,0.0,0.04709990861180202,-0.4019237346066362
2021-12-09,0.5980762653933638,0.0,0.001614027567264317,0.030672640200951173,0.0,0.0,-0.4019237346066362
2021-12-10,0.5974781891279705,1.0,0.009032747346434779,0.01620119630237782,1.0,-0.0009999999999998899,-0.40252181087202954
2021-12-11,0.5963852079712094,1.0,0.005103891737904096,-0.0018293239429481023,1.0,-0.0018293239429481023,-0.4036147920287906
2021-12-12,0.5941143123937779,1.0,0.014021525033968219,-0.0038077664353156626,1.0,-0.0038077664353156626,-0.4058856876062221
2021-12-13,0.5926212953263159,1.0,0.00885376225612939,-0.0025130131294873737,1.0,-0.0025130131294874847,-0.4073787046736841
2021-12-14,0.5939559788862372,0.0,0.001498834494978529,0.0032521694215972285,0.0,0.0022521694215973387,-0.4060440211137628
2021-12-15,0.593362022907351,1.0,0.010477887906121445,0.012906776804887166,1.0,-0.0010000000000000009,-0.40663797709264904
2021-12-16,0.6057086160550714,1.0,0.02889768674335163,0.020807858728849382,1.0,0.020807858728849382,-0.3942913839449286
2021-12-17,0.6219975900795801,0.0,0.004800196700866333,0.02789242581787499,0.0,0.026892425817874877,-0.3780024099204199
2021-12-18,0.6219975900795801,0.0,0.0013483845015699564,0.015131820694534115,0.0,0.0,-0.3780024099204199
2021-12-19,0.6219975900795801,0.0,-0.0018674693395504352,0.004442446032277836,0.0,0.0,-0.3780024099204199
2021-12-20,0.6213755924895006,-1.0,-0.018082421531789836,0.05020182286277053,-1.0,-0.0009999999999998899,-0.3786244075104994
2021-12-21,0.5950692985596517,0.0,-0.001456488464108415,0.041335576498031434,0.0,-0.042335576498031435,-0.40493070144034826
2021-12-22,0.5950692985596517,0.0,0.004226092190399463,0.04864230763172772,0.0,0.0,-0.40493070144034826
2021-12-23,0.5950692985596517,0.0,0.002617162171441107,0.045007223162635945,0.0,0.0,-0.40493070144034826
2021-12-24,0.5950692985596517,0.0,0.007062338655560602,0.015603927017376229,0.0,0.0,-0.40493070144034826
2021-12-25,0.5944742292610921,1.0,0.03446809317692822,-0.02034154449765524,1.0,-0.0010000000000000009,-0.40552577073890794
2021-12-26,0.43028919432865753,1.0,0.03366856478869966,-0.2761852858390683,1.0,-0.2761852858390683,-0.5697108056713425
2021-12-27,0.307331992523599,1.0,0.025036893429882693,-0.2857547979955617,1.0,-0.2857547979955617,-0.692668007476401
2021-12-28,0.21875916759510683,-1.0,-0.008498415493205107,-0.2861991692475392,-1.0,-0.2881991692475392,-0.7812408324048932
2021-12-29,0.27674006973244203,1.0,0.01946806181671147,-0.26704444487853374,1.0,0.2650444448785336,-0.723259930267558
2021-12-30,0.2005040811442455,-1.0,-0.019906444495862118,-0.27347867810361914,-1.0,-0.27547867810361915,-0.7994959188557544
2021-12-31,0.20624165762484667,0.0,-0.001299186334644209,-0.029615759080102944,0.0,0.028615759080103054,-0.7937583423751533
2022-01-01,0.20624165762484667,0.0,-0.001299186334644209,0.008748157264581113,0.0,0.0,-0.7937583423751533
2022-01-02,0.20624165762484667,0.0,-0.001299186334644209,0.01789396549590805,0.0,0.0,-0.7937583423751533
2022-01-03,0.20624165762484667,0.0,-0.001299186334644209,0.026277855259659866,0.0,0.0,-0.7937583423751533
2022-01-04,0.20624165762484667,0.0,-0.001299186334644209,0.018416877260496678,0.0,0.0,-0.7937583423751533
2022-01-05,0.20603541596722183,-1.0,-0.009818782895997948,0.029996581583017434,-1.0,-0.0010000000000000009,-0.7939645840327781
2022-01-06,0.204175563863666,-1.0,-0.008106112499480827,0.009026856352947199,-1.0,-0.009026856352947199,-0.795824436136334
2022-01-07,0.20025302927550628,-1.0,-0.0071796147934668235,0.019211577105176625,-1.0,-0.019211577105176514,-0.7997469707244937
2022-01-08,0.1961823498881649,-1.0,-0.00630238635842615,0.020327679446691338,-1.0,-0.020327679446691227,-0.803817650111835
2022-01-09,0.1939290306318391,-1.0,-0.009794482079473935,0.011485840890428367,-1.0,-0.011485840890428256,-0.8060709693681609
2022-01-10,0.1934271017475274,-1.0,-0.01001996871876495,0.0025882091127686913,-1.0,-0.0025882091127686913,-0.8065728982524726
2022-01-11,0.19426444970452753,0.0,0.001841646691290867,-0.005329010513185906,0.0,0.004329010513185905,-0.8057355502954725
2022-01-12,0.19426444970452753,0.0,-0.0013921550417641947,-0.03773101425432823,0.0,0.0,-0.8057355502954725
2022-01-13,0.194070185254823,1.0,0.002531405395789078,-0.043133387622030006,1.0,-0.0010000000000000009,-0.805929814745177
2022-01-14,0.18875970849413415,0.0,0.0007346883221619342,-0.02636369192267196,0.0,-0.027363691922671962,-0.8112402915058659
2022-01-15,0.18857094878564,1.0,0.0027029316731337423,-0.029918634935833355,1.0,-0.0010000000000000009,-0.81142905121436
2022-01-16,0.18637132847117968,0.0,-0.015006756923288803,-0.010664682861413421,0.0,-0.011664682861413422,-0.8136286715288203
2022-01-17,0.18637132847117968,0.0,-0.014852717902852482,0.024359949940570447,0.0,0.0,-0.8136286715288203
2022-01-18,0.18637132847117968,0.0,-0.018285066364606174,0.031211789813714752,0.0,0.0,-0.8136286715288203
2022-01-19,0.1861849571427085,-1.0,-0.01900369209789695,0.03505769678274828,-1.0,-0.0010000000000000009,-0.8138150428572914
2022-01-20,0.1778593350976044,0.0,-0.00119986040715792,0.04371694261917525,0.0,-0.04471694261917525,-0.8221406649023956
2022-01-21,0.1776814757625068,-1.0,-0.13505069818971363,0.01831062920115989,-1.0,-0.0009999999999998899,-0.8223185242374932
2022-01-22,0.18017745800795432,0.0,0.0034193608482165553,-0.01504750965026691,0.0,0.01404750965026702,-0.8198225419920457
2022-01-23,0.18017745800795432,0.0,-0.010564337765929313,-0.027975463374198983,0.0,0.0,-0.8198225419920457
2022-01-24,0.18017745800795432,0.0,-0.009046014840521083,-0.02706450714915354,0.0,0.0,-0.8198225419920457
2022-01-25,0.17999728054994638,-1.0,-0.03593160124020016,-0.0024022052865104726,-1.0,-0.0009999999999998899,-0.8200027194500537
2022-01-26,0.1761928492305748,0.0,-0.001122503526331534,0.02013604887667131,0.0,-0.02113604887667131,-0.8238071507694252
2022-01-27,0.17601665638134423,1.0,0.03058360620506858,0.03960824310802202,1.0,-0.0010000000000000009,-0.8239833436186558
2022-01-28,0.18782800889625165,0.0,-0.00015418640803624314,0.06810360688432726,0.0,0.06710360688432715,-0.8121719911037484
2022-01-29,0.1876401808873554,1.0,0.02612969527283731,0.09058532579197998,1.0,-0.0010000000000000009,-0.8123598191126447
2022-01-30,0.19799680162258615,-1.0,-0.06872227605077759,0.05719404578621701,-1.0,0.055194045786217005,-0.8020031983774139
2022-01-31,0.19170633242242963,-1.0,-0.08215653878963447,0.031770559668671705,-1.0,-0.031770559668671705,-0.8082936675775704
2022-02-01,0.1850412770707799,0.0,-0.006420553642667605,0.033767006741139305,0.0,-0.034767006741139306,-0.8149587229292201
2022-02-02,0.1850412770707799,0.0,-0.003069262660790426,0.014405453761540121,0.0,0.0,-0.8149587229292201
2022-02-03,0.1850412770707799,0.0,-0.0038122570172934582,0.00853545160826541,0.0,0.0,-0.8149587229292201
2022-02-04,0.1850412770707799,0.0,0.002288449338847048,0.018452207420148303,0.0,0.0,-0.8149587229292201
2022-02-05,0.1850412770707799,0.0,0.0037313762977565323,0.007559503418818059,0.0,0.0,-0.8149587229292201
2022-02-06,0.18485623579370913,1.0,0.008040055039618608,-0.016983722773285415,1.0,-0.0010000000000000009,-0.8151437642062909
2022-02-07,0.17844527944733904,1.0,0.034681779920184355,-0.03468076864620584,1.0,-0.03468076864620584,-0.821554720552661
2022-02-08,0.1704489944030907,1.0,0.0218048149527505,-0.04481085220642178,1.0,-0.04481085220642178,-0.8295510055969093
2022-02-09,0.16504546825080985,0.0,0.0005953033282093366,-0.03070171916357678,0.0,-0.03170171916357678,-0.8349545317491902
2022-02-10,0.16504546825080985,0.0,-0.00521043421237857,-0.015094149302589122,0.0,0.0,-0.8349545317491902
2022-02-11,0.16488042278255904,1.0,0.014880659157774666,0.015034016848078036,1.0,-0.0010000000000000009,-0.8351195772174409
2022-02-12,0.17113655712213807,-1.0,-0.006680783503226782,0.03994346371751778,-1.0,0.03794346371751778,-0.828863442877862
2022-02-13,0.16460301844728575,0.0,0.005484451151405793,0.03717734085996249,0.0,-0.038177340859962605,-0.8353969815527142
2022-02-14,0.16460301844728575,0.0,0.005264264307344085,0.0049753156717942115,0.0,0.0,-0.8353969815527142
2022-02-15,0.16460301844728575,0.0,0.0024515456006322075,0.01242002696085276,0.0,0.0,-0.8353969815527142
2022-02-16,0.16460301844728575,0.0,0.006633168365563246,-0.02761651817743538,0.0,0.0,-0.8353969815527142
2022-02-17,0.16460301844728575,0.0,0.002586774058715755,-0.03767806129476292,0.0,0.0,-0.8353969815527142
2022-02-18,0.16460301844728575,0.0,0.0033344141097034746,-0.04201083338819045,0.0,0.0,-0.8353969815527142
2022-02-19,0.16443841542883847,1.0,0.013857680849822982,-0.04662610772080378,1.0,-0.0010000000000000009,-0.8355615845711615
2022-02-20,0.15163754929934148,0.0,0.009465495816466347,-0.07684595890269108,0.0,-0.07784595890269097,-0.8483624507006585
2022-02-21,0.15148591175004214,-1.0,-0.018688346527370038,-0.03550512493860447,-1.0,-0.0010000000000000009,-0.8485140882499579
2022-02-22,0.15744946926540743,-1.0,-0.03702900455881098,-0.03936707675632167,-1.0,0.03936707675632167,-0.8425505307345926
2022-02-23,0.16653678737865324,-1.0,-0.04214293360428796,-0.057715774817427956,-1.0,0.057715774817427956,-0.8334632126213468
2022-02-24,0.1759464808308288,-1.0,-0.03211283576010704,-0.05650219149947233,-1.0,0.05650219149947233,-0.8240535191691711
2022-02-25,0.18333532788580065,1.0,0.01052067763400044,-0.04399485559518612,1.0,0.04199485559518612,-0.8166646721141994
2022-02-26,0.1728549675153684,1.0,0.007453397847910235,-0.05716498010116433,1.0,-0.05716498010116433,-0.8271450324846316
2022-02-27,0.16558734318814333,1.0,0.010878723482475207,-0.04204463679401593,1.0,-0.04204463679401593,-0.8344126568118566
2022-02-28,0.16394933506137224,1.0,0.009080073648210946,-0.009892109476688393,1.0,-0.009892109476688393,-0.8360506649386278
